ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_1_PRE_KG,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00411,00067,12,Completa,Sierra,Sierra Norte,91.72544642857142,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,0.0,500,QUINTAL,18,50.0,0.0,000,,,,,0.0,500,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00411,00084,13,Completa,Sierra,Sierra Norte,91.72544642857142,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,5.0,000,BALDE,03,5.0,0.0,000,,,,,4.0,000,1.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00411,00084,13,Completa,Sierra,Sierra Norte,91.72544642857142,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,25.0,000,KILOGRAMO,12,1.0,15.0,000,5.0,00,75.0,5.0,8.0,000,2.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00411,00087,14,Completa,Sierra,Sierra Norte,91.72544642857142,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,3.0,000,BALDE,03,5.0,0.0,000,,,,,2.0,500,0.0,500,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00411,00087,14,Completa,Sierra,Sierra Norte,91.72544642857142,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,2.0,000,SACO,19,50.0,1.0,000,250.0,00,250.0,5.0,1.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00411,00088,15,Completa,Sierra,Sierra Norte,91.72544642857142,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,15.0,000,BALDE,03,5.0,0.0,000,,,,,11.0,000,4.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00411,00088,15,Completa,Sierra,Sierra Norte,91.72544642857142,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,2.0,500,LATA,13,15.0,0.0,000,,,,,2.0,000,0.0,500,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00006,1,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,48.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,48.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00015,2,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,50.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,50.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00019,3,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,20.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,20.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00030,5,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,45.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,45.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00032,6,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,47.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,47.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00033,7,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,190.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,190.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00033,7,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,49.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,49.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00058,9,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,73.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,73.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00062,11,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,20.0,000,KILOGRAMO,12,1.0,10.0,000,5.0,00,50.0,5.0,10.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00062,11,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,200.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,200.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00070,12,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,50.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,50.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00074,13,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,6.0,000,ARROBA,01,11.5,0.0,000,,,,,6.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00084,14,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,60.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,60.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00089,15,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,30.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,30.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00443,00037,1,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,4.0,000,UNIDAD,24,1.0,0.0,000,,,,,4.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00443,00047,2,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,14.0,000,UNIDAD,24,1.0,0.0,000,,,,,14.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00443,00048,3,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,4.0,000,UNIDAD,24,1.0,0.0,000,,,,,4.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00443,00062,4,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,36.0,000,UNIDAD,24,1.0,0.0,000,,,,,36.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00443,00069,5,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,7.0,000,UNIDAD,24,1.0,0.0,000,,,,,3.0,000,4.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00443,00108,8,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,21.0,000,UNIDAD,24,1.0,17.0,000,2.0,00,34.0,2.0,4.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00443,00111,9,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,21.0,000,UNIDAD,24,1.0,21.0,000,2.0,00,42.0,2.0,0.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00443,00113,10,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,18.0,000,UNIDAD,24,1.0,0.0,000,,,,,18.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00443,00116,11,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,29.0,000,UNIDAD,24,1.0,18.0,000,2.0,00,36.0,2.0,11.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00443,00122,12,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,214.0,000,UNIDAD,24,1.0,214.0,000,2.0,00,428.0,2.0,0.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00001,1,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,12.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00001,1,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,64.0,000,KILOGRAMO,12,1.0,51.0,000,5.0,03,257.0,5.03,13.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00020,2,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,12.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00020,2,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,25.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,25.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00022,3,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,8.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00033,4,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,7.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,7.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00038,5,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,13.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,13.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00038,5,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,214.0,000,KILOGRAMO,12,1.0,171.0,000,3.0,00,513.0,3.0,43.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00051,6,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,25.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,25.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00052,7,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,11.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,11.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00060,9,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,12.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00069,10,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,50.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,50.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00071,11,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,12.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00073,12,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,12.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00082,13,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00114,14,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,12.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00114,14,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,34.0,250,KILOGRAMO,12,1.0,22.0,250,3.0,00,67.0,3.0,12.0,000,0.0,000,
2022.0,20,PIURA,02,AYABACA,02,FRIAS,00461,00117,15,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,05,LALAQUIZ,00475,00049,7,Completa,Costa,Costa Norte,114.76870748299321,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,0.0,250,QUINTAL,18,50.0,0.0,000,,,,,0.0,250,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,05,LALAQUIZ,00475,00072,11,Completa,Costa,Costa Norte,114.76870748299321,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,6.0,000,QUINTAL,18,50.0,5.0,000,100.0,00,500.0,2.0,1.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00486,00031,3,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,2.0,000,ARROBA,01,11.5,0.0,000,,,,,2.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00486,00046,6,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,2.0,000,ARROBA,01,11.5,0.0,000,,,,,2.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00486,00052,7,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,QUINTAL,18,50.0,0.0,000,,,,,1.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00486,00055,8,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,ARROBA,01,11.5,0.0,000,,,,,1.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00486,00058,9,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,2.0,000,ARROBA,01,11.5,0.0,000,,,,,2.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00486,00069,11,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,ARROBA,01,11.5,0.0,000,,,,,1.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00486,00074,13,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,25.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,25.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00026,2,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,3.0,000,SACO,19,48.0,0.0,000,,,,,3.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00026,2,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,1.0,000,SACO,19,48.0,0.0,000,,,,,1.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00026,2,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,SACO,19,48.0,0.0,000,,,,,1.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00070,7,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,12.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00070,7,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,28.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,28.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00080,8,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,12.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00126,12,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,1.0,000,SACO,19,50.0,0.0,000,,,,,1.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00001,1,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,1.0,500,ARROBA,01,11.5,0.0,000,,,,,1.0,500,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00001,1,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,0.0,500,ARROBA,01,11.5,0.0,000,,,,,0.0,500,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00016,4,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,71.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,71.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00032,9,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,48.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,48.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00542,00057,8,Completa,Sierra,Sierra Norte,85.61041666666668,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,100.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,100.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00542,00074,10,Completa,Sierra,Sierra Norte,85.61041666666668,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,3.0,000,QUINTAL,18,46.0,0.0,000,,,,,3.0,000,0.0,000,
2022.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00542,00083,11,Completa,Sierra,Sierra Norte,85.61041666666668,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,40.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,40.0,000,0.0,000,
